NOME_ORIGINAL,NOME_PADRONIZADO
MINI CAMPO DE FUTEBOL JARDIM CAMPO DE FORA,MINI CAMPO DE FUTEBOL JARDIM CAMPO DE FORA
MINI CAMPO ESPORTE CLUBE CORINTIANS DO JARDIM DOS MANAC?S,MINI CAMPO ESPORTE CLUBE CORINTIANS DO JARDIM DOS MANACÁS
MINI CAMPO ESPORTE CLUBE CORINTIANS DO JARDIM DOS MANACÁS,MINI CAMPO ESPORTE CLUBE CORINTIANS DO JARDIM DOS MANACÁS
MINI CAMPO GR?MIO RECREATIVO BRIGADEIRO FARIA LIMA,MINI CAMPO GRÊMIO RECREATIVO BRIGADEIRO FARIA LIMA
MINI CAMPO GREMIO RECREATIVO BRIGADEIRO FARIA LIMA,MINI CAMPO GRÊMIO RECREATIVO BRIGADEIRO FARIA LIMA
MINI CAMPO GRÊMIO RECREATIVO BRIGADEIRO FARIA LIMA,MINI CAMPO GRÊMIO RECREATIVO BRIGADEIRO FARIA LIMA
MINI CAMPO JARDIM MARTINI,MINI CAMPO JARDIM MARTINI
MINI CAMPO PRAÃA ANTONIO ALBERTO C/ R. EUNICE,MINI CAMPO PRAÇA ANTONIO ALBERTO C/ R. EUNICE
MINI CAMPO PRAÇA ANTONIO ALBERTO C/ R. EUNICE,MINI CAMPO PRAÇA ANTONIO ALBERTO C/ R. EUNICE
MINI CAMPO S.A .J.U,MINI CAMPO S.A .J.U
"MINI CAMPO SOCIEDADE AMIGOS DA VILA SABAR?, MANAC?","MINI CAMPO SOCIEDADE AMIGOS DA VILA SABARÁ, MANACÁ"
"MINI CAMPO SOCIEDADE AMIGOS DA VILA SABARA, MANACÁ","MINI CAMPO SOCIEDADE AMIGOS DA VILA SABARÁ, MANACÁ"
"MINI CAMPO SOCIEDADE AMIGOS DA VILA SABARÁ, MANACÁ","MINI CAMPO SOCIEDADE AMIGOS DA VILA SABARÁ, MANACÁ"
MINI CAMPO VILA ESPERANÃA,MINI CAMPO VILA ESPERANÇA
MINI CAMPO VILA ESPERANÇA,MINI CAMPO VILA ESPERANÇA
MINI CENTRO CAMPO GRANDE,MINI CENTRO CAMPO GRANDE
MOCIDADE ATIVA CRISTÃ,MOCIDADE ATIVA CRISTÃ
MODELËDROMO DO IBIRAPUERA,MODELÔDROMO DO IBIRAPUERA
MODELÓDROMO AEROMODELISMO DE SANTANA,MODELÔDROMO AEROMODELISMO DE SANTANA
MODELÔDROMO AEROMODELISMO DE SANTANA,MODELÔDROMO AEROMODELISMO DE SANTANA
MODELÓDROMO DO IBIRAPUERA,MODELÔDROMO DO IBIRAPUERA
MODELÔDROMO DO IBIRAPUERA,MODELÔDROMO DO IBIRAPUERA
MOINHO VELHO,MOINHO VELHO
MONTE ALEGRE FUTEBOL LTDA,MONTE ALEGRE FUTEBOL LTDA
MONTE AZUL,MONTE AZUL
MOOCA,MOOCA
MOOCA ATLÉTICO CLUB,MOOCA ATLÉTICO CLUB
MORADA DO SOL,MORADA DO SOL
MQM ESPORTES LTDA,MQM ESPORTES LTDA
MRO - COMÉRCIO E PROMOÇÃO DE EVENTOS ESPORTIVOS LTDA,MRO - COMÉRCIO E PROMOÇÃO DE EVENTOS ESPORTIVOS LTDA
MSPORTS TENIS,MSPORTS TENIS
N.S. DO Ó,N.S. DO Ó
NACIONAL ATLÉICO CLUBE,NACIONAL ATLÉTICO CLUBE
NACIONAL ATLETICO CLUBE,NACIONAL ATLÉTICO CLUBE
NACIONAL ATLÉTICO CLUBE,NACIONAL ATLÉTICO CLUBE
NACIONAL BOM RETIRO,NACIONAL BOM RETIRO
NACIONAL CLUB,NACIONAL CLUB
NAIR DE CAMPOS,NAIR DE CAMPOS
NELSON GARCIA CABEÇA,NELSON GARCIA CABEÇA
NEO QUIMICA ARENA,NEO QUIMICA ARENA
NIPPON COUNTRY CLUB,NIPPON COUNTRY CLUB
NITERÓI,NITERÓI
Núcleo de Alto Rendimento Esportivo - NAR,NÚCLEO DE ALTO RENDIMENTO ESPORTIVO - NAR
ORESTES QUERCIA,ORESTES QUERCIA
P.F,P.F
PANATHLON CLUB DE SÃO PAULO,PANATHLON CLUB DE SÃO PAULO
PARADA DE TAIPAS,PARADA DE TAIPAS
PARQUE BRISTOL,PARQUE BRISTOL
PARQUE DOROTEIA,PARQUE DOROTEIA
Parque Esportivo dos Trabalhadores - PET (antigo CERET),PARQUE ESPORTIVO DOS TRABALHADORES/PET (Antigo CERET)
PARQUE ESPORTIVO DOS TRABALHADORES/PET (Antigo CERET),PARQUE ESPORTIVO DOS TRABALHADORES/PET (Antigo CERET)
PARQUE FONGARO,PARQUE FONGARO
PARQUE GUARANI,PARQUE GUARANI
PASSAGEM FUNDA,PASSAGEM FUNDA
PAULINO ALVES DA SILVA,PAULINO ALVES DA SILVA
PAULISTANO MOTOR CLUBE,PAULISTANO MOTOR CLUBE
PAULO RAIMUNDO,PAULO RAIMUNDO
PEDRO JOSE NUNES,PEDRO JOSE NUNES
PEQUENINOS DO JOCKEY,PEQUENINOS DO JOCKEY
PÉS NO FUTURO,PÉS NO FUTURO
PETRONITA,PETRONITA
PIRATININGA MOTOR ESPORTE CLUBE,PIRATININGA MOTOR ESPORTE CLUBE
PIRITUBA FUTEBOL CLUBE,PIRITUBA FUTEBOL CLUBE
PITANGUEIRA FUTEBOL CLUBE,PITANGUEIRA FUTEBOL CLUBE
PLÊIADES ENTRETENIMENTO LTDA,PLÊIADES ENTRETENIMENTO LTDA
PORINGÁ,PORINGÁ
PORTUGUESINHA DO RIO PEQUENO,PORTUGUESINHA DO RIO PEQUENO
PQ AMERICA,PQ AMERICA
PQ DO IPÊ,PQ DO IPÊ
PQ ECOLOGICO DA VILA PRUDENTE,PQ ECOLOGICO DA VILA PRUDENTE
PQ SANTA MADALENA,PQ SANTA MADALENA
PQ SÃO LUIZ,PQ SÃO LUIZ
PQ. FERNANDA,PQ. FERNANDA
PQ. REGINA,PQ. REGINA
PQ. SANTO ANTONIO PSA,PQ. SANTO ANTONIO PSA
PQ. VEREDAS II,PQ. VEREDAS II
PRIMEIRO DE MAIO,PRIMEIRO DE MAIO
PRIMEIRO DE MAIO FUTEBOL CLUBE,PRIMEIRO DE MAIO FUTEBOL CLUBE
PROFESSOR FRANCISCO THEODORO MENDES,PROFESSOR FRANCISCO THEODORO MENDES
PROL LESTE,PROL LESTE
QUADRA ANDRÉ LAGRECA,QUADRA ANDRÉ LAGRECA
QUADRA ASSOCIAÃ?O DOS MORADORES E AMIGOS DA VILA HEBE,QUADRA ASSOCIAÇÃO DOS MORADORES E AMIGOS DA VILA HEBE
QUADRA ASSOCIAÇÃO DOS MORADORES E AMIGOS DA VILA HEBE,QUADRA ASSOCIAÇÃO DOS MORADORES E AMIGOS DA VILA HEBE
QUADRA CLUBE ADAMOS DE VOLEIBOL,QUADRA CLUBE ADAMOS DE VOLEIBOL
QUADRA CLUBE ESPORTIVO JARDIM JARAGU? - PARQUE LANDIN,QUADRA CLUBE ESPORTIVO JARDIM JARAGUÁ - PARQUE LANDIN
QUADRA CLUBE ESPORTIVO JARDIM JARAGUÁ - PARQUE LANDIN,QUADRA CLUBE ESPORTIVO JARDIM JARAGUÁ - PARQUE LANDIN
QUADRA DE ESPORTE MONTE AZUL,QUADRA DE ESPORTE MONTE AZUL
QUADRA DE ESPORTES JARDIM NAGIB SALEM E CENTRO EMPRESARIAL,QUADRA DE ESPORTES JARDIM NAGIB SALEM E CENTRO EMPRESARIAL
QUADRA DE FUTEBOL DE SAL?O DE VILA PIRAJUSSARA,QUADRA DE FUTEBOL DE SALÃO DE VILA PIRAJUSSARA
QUADRA DE FUTEBOL DE SAL?O JARDIM MIRANTE,QUADRA DE FUTEBOL DE SALÃO JARDIM MIRANTE
QUADRA DE FUTEBOL DE SAL?O PRAÃA DAS NOTAS MUSICAIS,QUADRA DE FUTEBOL DE SALÃO PRAÇA DAS NOTAS MUSICAIS
QUADRA DE FUTEBOL DE SALÃO DE VILA PIRAJUSSARA,QUADRA DE FUTEBOL DE SALÃO DE VILA PIRAJUSSARA
QUADRA DE FUTEBOL DE SALÃO JARDIM MIRANTE,QUADRA DE FUTEBOL DE SALÃO JARDIM MIRANTE
QUADRA DE FUTEBOL DE SALÃO PRAÇA DAS NOTAS MUSICAIS,QUADRA DE FUTEBOL DE SALÃO PRAÇA DAS NOTAS MUSICAIS
QUADRA DO AMAZONENSE,QUADRA DO AMAZONENSE
QUADRA DO BOCA,QUADRA DO BOCA
QUADRA ESPORTIVA BOTURUSSU,QUADRA ESPORTIVA BOTURUSSÚ
QUADRA ESPORTIVA BOTURUSSÚ,QUADRA ESPORTIVA BOTURUSSÚ
QUADRA ESPORTIVA CARUMB,QUADRA ESPORTIVA CARUMBÉ
QUADRA ESPORTIVA CARUMB?Á,QUADRA ESPORTIVA CARUMBÉ
QUADRA ESPORTIVA CARUMBÉ,QUADRA ESPORTIVA CARUMBÉ
QUADRA ESPORTIVA COHAB I,QUADRA ESPORTIVA COHAB I
QUADRA ESPORTIVA JARDIM ROBR?,QUADRA ESPORTIVA JARDIM ROBRÚ
QUADRA ESPORTIVA JARDIM ROBRÚ,QUADRA ESPORTIVA JARDIM ROBRÚ
QUADRA ESPORTIVA JARDIM SANTANA,QUADRA ESPORTIVA JARDIM SANTANA
QUADRA ESPORTIVA PARQUE DAS PAINEIRAS,QUADRA ESPORTIVA PARQUE DAS PAINEIRAS
QUADRA ESPORTIVA PARQUE SEVILHA,QUADRA ESPORTIVA PARQUE SEVILHA
QUADRA ESPORTIVA VILA AMERICANA,QUADRA ESPORTIVA VILA AMERICANA
QUADRA ESPORTIVA VILA CURUÃ?,QUADRA ESPORTIVA VILA CURUÇÁ
QUADRA ESPORTIVA VILA CURUÇÁ,QUADRA ESPORTIVA VILA CURUÇÁ
QUADRA ESPORTIVA VILA GERMAINE,QUADRA ESPORTIVA VILA GERMAINE
QUADRA ESPORTIVA VILA PARANAGU?,QUADRA ESPORTIVA VILA PARANAGUÁ
QUADRA ESPORTIVA VILA PARANAGUÁ,QUADRA ESPORTIVA VILA PARANAGUÁ
QUADRA ESPORTIVA VILA PROGRESSO,QUADRA ESPORTIVA VILA PROGRESSO
QUADRA N. E. DO JARDIM AUGUSTO,QUADRA N. E. DO JARDIM AUGUSTO
QUADRA NUCLEO ESPORTIVO VILA DIVA,QUADRA NÚCLEO ESPORTIVO VILA DIVA
QUADRA NÚCLEO ESPORTIVO VILA DIVA,QUADRA NÚCLEO ESPORTIVO VILA DIVA
QUADRA PRË MORAR S?O LUIZ,QUADRA PRÓ MORAR SÃO LUIZ
QUADRA PRË MORAR SÃO LUIZ,QUADRA PRÓ MORAR SÃO LUIZ
QUADRA PRÓ MORAR SÃO LUIZ,QUADRA PRÓ MORAR SÃO LUIZ
QUADRA SOCIEDADE AMIGOS DO JARDIM DAS IMBUIAS E ADJAC?NCIAS,QUADRA SOCIEDADE AMIGOS DO JARDIM DAS IMBUIAS E ADJACÊNCIAS
QUADRA SOCIEDADE AMIGOS DO JARDIM DAS IMBUIAS E ADJACÊNCIAS,QUADRA SOCIEDADE AMIGOS DO JARDIM DAS IMBUIAS E ADJACÊNCIAS
QUADRA SOCIEDADE AMIGOS DO JARDIM PIRACUAMA,QUADRA SOCIEDADE AMIGOS DO JARDIM PIRACUAMA
QUADRA SOCIEDADE AMIGOS PARQUE FERNANDA,QUADRA SOCIEDADE AMIGOS PARQUE FERNANDA
R. SANTA TERESINHA,R. SANTA TERESINHA
RAGUEB CHOHFI,RAGUEB CHOHFI
RAUL ANTONIO MARQUES,RAUL ANTONIO MARQUES
REAL MADRID CLUB,REAL MADRID CLUB
RECREATIVO UNIÃO VILA ESPERANÇA FUTEBOL CLUBE,RECREATIVO UNIÃO VILA ESPERANÇA FUTEBOL CLUBE
REGIONAL JD. PARIS,REGIONAL JD. PARIS
RIO BRANCO RUGBY CLUBE,RIO BRANCO RUGBY CLUBE
ROBERTO RUSSO,ROBERTO RUSSO
S PAULO FUTEBOL CLUBE(MORUMBI)-ESTADIO,S PAULO FUTEBOL CLUBE(MORUMBI)-ESTÁDIO
S PAULO FUTEBOL CLUBE(MORUMBI)-ESTÁDIO,S PAULO FUTEBOL CLUBE(MORUMBI)-ESTÁDIO
S. HARMONIA DE T?NIS,S. HARMONIA DE TÊNIS
S. HARMONIA DE TENIS,S. HARMONIA DE TÊNIS
S. HARMONIA DE TÊNIS,S. HARMONIA DE TÊNIS
S. HIPICA PAULISTANA,S. HÍPICA PAULISTANA
S. HÍPICA PAULISTANA,S. HÍPICA PAULISTANA
SAJU,SAJU
SANTA FÉ,SANTA FÉ
SANTA INÊS,SANTA INÊS
SANTO ANTONIO,SANTO ANTONIO
SANTOS DA CIDADE DUTRA,SANTOS DA CIDADE DUTRA
SÃO FRANCISCO,SÃO FRANCISCO
SÃO JANUARIO,SÃO JANUARIO
SÃO LOURENÇO,SÃO LOURENÇO
SÃO LUIZ I,SÃO LUIZ I
SAO LUIZ II,SÃO LUIZ I
SÃO LUIZ II,SÃO LUIZ I
SÃO PAULO,SÃO PAULO
SAO PAULO AUTO MOTOR CLUBE,SAO PAULO AUTO MOTOR CLUBE
SÃO PAULO FUTEBOL CLUBE,SÃO PAULO FUTEBOL CLUBE
SAO PAULO GOLF CLUB,SÃO PAULO GOLF CLUB
SÃO PAULO GOLF CLUB,SÃO PAULO GOLF CLUB
SAO PAULO YACHT CLUB,SÃO PAULO YACHT CLUB
SÃO PAULO YACHT CLUB,SÃO PAULO YACHT CLUB
SATÉLITE ESPORTE CLUBE,SATÉLITE ESPORTE CLUBE
SAVIMAR,SAVIMAR
SEBASTIÃO ZILLIG,SEBASTIÃO ZILLIG
SEME 3 ESTÁDIO PAULO MACHADO DE CARVALHO,SEME 3 ESTÁDIO PAULO MACHADO DE CARVALHO
SEME 4 AUTËDROMO JOSÉ CARLOS PACCE,SEME 4 AUTÔDROMO JOSÉ CARLOS PACCE
SEME 4 AUTÓDROMO JOSÉ CARLOS PACCE,SEME 4 AUTÔDROMO JOSÉ CARLOS PACCE
SEME 4 AUTÔDROMO JOSÉ CARLOS PACCE,SEME 4 AUTÔDROMO JOSÉ CARLOS PACCE
SENHOR DO BONFIM,SENHOR DO BONFIM
SERRA MORENA,SERRA MORENA
SERRA QUEIMADA,SERRA QUEIMADA
SESC 14 BIS,SESC 14 BIS
SESC 24 DE MAIO,SESC 24 DE MAIO
SESC AVENIDA PAULISTA,SESC AVENIDA PAULISTA
SESC BELENZINHO,SESC BELENZINHO
SESC BOM RETIRO,SESC BOM RETIRO
SESC CAMPO LIMPO,SESC CAMPO LIMPO
SESC CARMO,SESC CARMO
SESC CASA VERDE,SESC CASA VERDE
SESC CONSOLACAO,SESC CONSOLAÇÃO
SESC CONSOLAÇÂO,SESC CONSOLAÇÃO
SESC CONSOLAÇÃO,SESC CONSOLAÇÃO
SESC FLORÊNCIO DE ABREU,SESC FLORÊNCIO DE ABREU
SESC INTERLAGOS,SESC INTERLAGOS
SESC IPIRANGA,SESC IPIRANGA
SESC ITAQUERA,SESC ITAQUERA
SESC PARAISO,SESC PARAISO
SESC PARAÍSO,SESC PARAÍSO
Sesc Parque Dom Pedro II,Sesc Parque Dom Pedro II
SESC PAULISTA,SESC PAULISTA
SESC PINHEIROS,SESC PINHEIROS
SESC POMPEIA,SESC POMPEIA
SESC POMPÉIA,SESC POMPÉIA
SESC SANTANA,SESC SANTANA
SESC SANTO AMARO,SESC SANTO AMARO
SESC VILA MARIANA,SESC VILA MARIANA
SESI CAT ERMELINO MATARAZZO - MARIO AMATO,SESI CAT ERMELINO MATARAZZO - MARIO AMATO
SESI CAT VILA LEOPOLDINA - GASTÃO VIDIGAL,SESI CAT VILA LEOPOLDINA - GASTÃO VIDIGAL
SIMÕES UNIDOS,SIMÕES UNIDOS
SOC ESPORTIVA PALMEIRAS-ESTADIO,SOC ESPORTIVA PALMEIRAS-ESTÁDIO
SOC ESPORTIVA PALMEIRAS-ESTÁDIO,SOC ESPORTIVA PALMEIRAS-ESTÁDIO
SOC. AMIGOS DE CASA VERDE,SOC. AMIGOS DE CASA VERDE
SOCIDADE AMIGOS DO BAIRRO DE VILA MONUMENTO,SOCIDADE AMIGOS DO BAIRRO DE VILA MONUMENTO
SOCIEDADE AMIGOS DE VILA MATILDE,SOCIEDADE AMIGOS DE VILA MATILDE
SOCIEDADE AMIGOS DO JARDIM SÃO BENTO,SOCIEDADE AMIGOS DO JARDIM SÃO BENTO
SOCIEDADE ARTÍSTICA MELODIAS ARMÊNIAS,SOCIEDADE ARTÍSTICA MELODIAS ARMÊNIAS
SOCIEDADE ESPORTIVA DESTEMIDO,SOCIEDADE ESPORTIVA DESTEMIDO
SOCIEDADE ESPORTIVA E RECREATIVA SETE DE SETEMBRO FUTEBOL CLUBE,SOCIEDADE ESPORTIVA E RECREATIVA SETE DE SETEMBRO FUTEBOL CLUBE
SOCIEDADE ESPORTIVA E RECREATIVA VILA MARIA,SOCIEDADE ESPORTIVA E RECREATIVA VILA MARIA
SOCIEDADE ESPORTIVA ELITE ITAQUERENSE,SOCIEDADE ESPORTIVA ELITE ITAQUERENSE
SOCIEDADE ESPORTIVA PALMEIRAS,SOCIEDADE ESPORTIVA PALMEIRAS
SOCIEDADE ESPORTIVA PALMEIRINHA DO CARANDIRU,SOCIEDADE ESPORTIVA PALMEIRINHA DO CARANDIRU
SOCIEDADE ESPORTIVA PINHEIRAL,SOCIEDADE ESPORTIVA PINHEIRAL
SOCIEDADE HARMONIA DE TÊNIS,SOCIEDADE HARMONIA DE TÊNIS
SOCIEDADE HÍPICA PAULISTA,SOCIEDADE HÍPICA PAULISTA
"SOCIEDADE HISPANO-BRASILEIRA DE SOCORROS MÚTUOS, INSTRUÇÃO E RECREIO-CASA DE ESPNHA","SOCIEDADE HISPANO-BRASILEIRA DE SOCORROS MÚTUOS, INSTRUÇÃO E RECREIO-CASA DE ESPNHA"
SOCIEDADE PAULISTA DE TROTE,SOCIEDADE PAULISTA DE TROTE
SOCIETY ASSOCIAÃ?O DOS SERVIDORES DA AR/SÉ N.C.,SOCIETY ASSOCIAÇÃO DOS SERVIDORES DA AR/SÉ N.C.
SOCIETY ASSOCIAÇÃO DOS SERVIDORES DA AR/SE N.C.,SOCIETY ASSOCIAÇÃO DOS SERVIDORES DA AR/SÉ N.C.
SOCIETY ASSOCIAÇÃO DOS SERVIDORES DA AR/SÉ N.C.,SOCIETY ASSOCIAÇÃO DOS SERVIDORES DA AR/SÉ N.C.
SOCIETY BOLSA D'?GUA,SOCIETY BOLSA D'ÁGUA
SOCIETY BOLSA D'ÁGUA,SOCIETY BOLSA D'ÁGUA
SOCIETY CAMPO DE FUTEBOL SOCIETY VILA JACUÍ,SOCIETY CAMPO DE FUTEBOL SOCIETY VILA JACUÍ
SOCIETY CAMPO DE SOCIETY SETE ESTRELAS,SOCIETY CAMPO DE SOCIETY SETE ESTRELAS
SOCIETY CAMPO SOCIETY ASSOCIAÇÃO MORADORES PARQUE GRAJA?_Virou CDC,SOCIETY CAMPO SOCIETY ASSOCIAÇÃO MORADORES PARQUE GRAJAÚ
SOCIETY CAMPO SOCIETY ASSOCIAÇÃO MORADORES PARQUE GRAJAÚ,SOCIETY CAMPO SOCIETY ASSOCIAÇÃO MORADORES PARQUE GRAJAÚ
SOCIETY CAMPO SOCIETY DOS ANIQUIS,SOCIETY CAMPO SOCIETY DOS ANIQUIS
SOCIETY CAMPO SOCIETY SOCIEDADE AMIGOS DO JARDIM GUARUJ?,SOCIETY CAMPO SOCIETY SOCIEDADE AMIGOS DO JARDIM GUARUJÁ
SOCIETY CAMPO SOCIETY SOCIEDADE AMIGOS DO JARDIM GUARUJÁ,SOCIETY CAMPO SOCIETY SOCIEDADE AMIGOS DO JARDIM GUARUJÁ
SOCIETY ESPORTE CLUBE GOTEIRAS ( ANTIGO CAMPO N 01),SOCIETY ESPORTE CLUBE GOTEIRAS ( ANTIGO CAMPO Nº 01)
SOCIETY ESPORTE CLUBE GOTEIRAS ( ANTIGO CAMPO Nº 01),SOCIETY ESPORTE CLUBE GOTEIRAS ( ANTIGO CAMPO Nº 01)
SOCIETY JARDIM DAS IMBUIAS,SOCIETY JARDIM DAS IMBUIAS
SOCIETY QUADRA DE FUTEBOL SOCIETY VILA SARA,SOCIETY QUADRA DE FUTEBOL SOCIETY VILA SARA
SPARTA POLO CLUB,SPARTA POLO CLUB
SPORT CLUB CORINTHIANS PAULISTA,SPORT CLUB CORINTHIANS PAULISTA
T?NIS CLUBE PAULISTA-GINÁSIO,TÊNIS CLUBE PAULISTA-GINÁSIO
TANCREDO NEVES,TANCREDO NEVES
TELESP CLUBE DE SAO PAULO,TELESP CLUBE DE SÃO PAULO
TELESP CLUBE DE SÃO PAULO,TELESP CLUBE DE SÃO PAULO
TÊNIS CLUBE PAULISTA,TÊNIS CLUBE PAULISTA
TENIS CLUBE PAULISTA-GINASIO,TÊNIS CLUBE PAULISTA
TÊNIS CLUBE PAULISTA-GINÁSIO,TÊNIS CLUBE PAULISTA
TIÊTE,TIÊTE
TOSSAN,TOSSAN
TREM DAS 11,TREM DAS 11
TRES ALIANÇAS,TRES ALIANÇAS
UCRA UNIÃO CULTURAL RECREATIVA AMIZADE,UCRA UNIÃO CULTURAL RECREATIVA AMIZADE
UNIÃO BRASILIENSE,UNIÃO BRASILIENSE
UNIÃO DA FÉ,UNIÃO DA FÉ
UNIÃO DO MORRO,UNIÃO DO MORRO
UNIÃO DOS OPERÁRIOS FUTEBOL CLUB,UNIÃO DOS OPERÁRIOS FUTEBOL CLUB
UNIÃO IMPERIAL,UNIÃO IMPERIAL
UNIÃO NORDESTE,UNIÃO NORDESTE
UNIÃO SOCIAL CAMILIANA,UNIÃO SOCIAL CAMILIANA
UNIÃO ULEROMÃ,UNIÃO ULEROMÃ
UNILESTE DE ESPORTES ATLETICOS,UNILESTE DE ESPORTES ATLETICOS
UNIVERSO,UNIVERSO
VAT PROF. CARLOS PASQUALE,VAT PROF. CARLOS PASQUALE
VELEIROS,VELEIROS
VENEZA INDEPENDENTE,VENEZA INDEPENDENTE
VETERAN MOTORCYCLE CLUB DO BRASIL,VETERAN MOTORCYCLE CLUB DO BRASIL
VETERANOS UNIDOS PAULISTA,VETERANOS UNIDOS PAULISTA
VICTOR MARQUES,VICTOR MARQUES
VIGOR,VIGOR
VILA ALBERTINA,VILA ALBERTINA
VILA CLEMENTINO,VILA CLEMENTINO
VILA DA PAZ,VILA DA PAZ
VILA MATILDE,VILA MATILDE
VILA MIRIAM,VILA MIRIAM
VILA MISSIONARIA,VILA MISSIONARIA
VILA OLIMPIA,VILA OLÍMPICA MARIO COVAS
VILA OLÍMPICA MARIO COVAS,VILA OLÍMPICA MARIO COVAS
VILA PIAUI,VILA PIAUI
VILLE RA CENTRO ESPORTIVO LTDA,VILLE RA CENTRO ESPORTIVO LTDA
VINOCA,VINOCA
VINTE E NOVE DE JUNHO,VINTE E NOVE DE JUNHO
VL CALIFORNIA,VL CALIFORNIA
VL CURUÇA VELHA,VL CURUÇA VELHA
VL FRIBURGO,VL FRIBURGO
VL INVERNADA,VL INVERNADA
VL. DARLY JD TEREZA,VL. DARLY JD TEREZA
VL. NOVA CURUÇA,VL. NOVA CURUÇA
VL. PALMEIRAS,VL. PALMEIRAS
VL. PENTEADO,VL. PENTEADO
VL. RICA II,VL. RICA II
VL. URSULINA,VL. URSULINA
WALDEMAR MORENO,WALDEMAR MORENO
YACHT CLUB ITAUPU,YACHT CLUB ITAUPU
YACHT CLUB PAULISTA,YACHT CLUB PAULISTA
YACHT CLUB SANTO AMARO,YACHT CLUB SANTO AMARO
YACHT CLUBE PAULISTA,YACHT CLUBE PAULISTA
ZAHLE CLUBE DO BRASIL,ZAHLE CLUBE DO BRASIL
